this is log msg 0 Fri Nov  9 13:26:11 2018 
this is log msg 517 Fri Nov  9 13:27:05 2018 
this is log msg 518 Fri Nov  9 13:27:05 2018 
this is log msg 519 Fri Nov  9 13:27:05 2018 
this is log msg 520 Fri Nov  9 13:27:05 2018 
this is log msg 521 Fri Nov  9 13:27:05 2018 
this is log msg 522 Fri Nov  9 13:27:05 2018 
this is log msg 523 Fri Nov  9 13:27:05 2018 
this is log msg 524 Fri Nov  9 13:27:05 2018 
this is log msg 525 Fri Nov  9 13:27:05 2018 
this is log msg 526 Fri Nov  9 13:27:06 2018 
this is log msg 527 Fri Nov  9 13:27:06 2018 
this is log msg 528 Fri Nov  9 13:27:06 2018 
this is log msg 529 Fri Nov  9 13:27:06 2018 
this is log msg 530 Fri Nov  9 13:27:06 2018 
this is log msg 531 Fri Nov  9 13:27:06 2018 
this is log msg 532 Fri Nov  9 13:27:06 2018 
this is log msg 533 Fri Nov  9 13:27:06 2018 
this is log msg 534 Fri Nov  9 13:27:06 2018 
this is log msg 535 Fri Nov  9 13:27:07 2018 
this is log msg 536 Fri Nov  9 13:27:07 2018 
this is log msg 537 Fri Nov  9 13:27:07 2018 
this is log msg 538 Fri Nov  9 13:27:07 2018 
this is log msg 539 Fri Nov  9 13:27:07 2018 
this is log msg 540 Fri Nov  9 13:27:07 2018 
this is log msg 541 Fri Nov  9 13:27:07 2018 
this is log msg 542 Fri Nov  9 13:27:07 2018 
this is log msg 543 Fri Nov  9 13:27:07 2018 
this is log msg 544 Fri Nov  9 13:27:07 2018 
this is log msg 545 Fri Nov  9 13:27:08 2018 
this is log msg 546 Fri Nov  9 13:27:08 2018 
this is log msg 547 Fri Nov  9 13:27:08 2018 
this is log msg 548 Fri Nov  9 13:27:08 2018 
this is log msg 549 Fri Nov  9 13:27:08 2018 
this is log msg 550 Fri Nov  9 13:27:08 2018 
this is log msg 551 Fri Nov  9 13:27:08 2018 
this is log msg 552 Fri Nov  9 13:27:08 2018 
this is log msg 553 Fri Nov  9 13:27:08 2018 
this is log msg 554 Fri Nov  9 13:27:08 2018 
this is log msg 555 Fri Nov  9 13:27:09 2018 
this is log msg 556 Fri Nov  9 13:27:09 2018 
this is log msg 557 Fri Nov  9 13:27:09 2018 
this is log msg 558 Fri Nov  9 13:27:09 2018 
this is log msg 559 Fri Nov  9 13:27:09 2018 
this is log msg 560 Fri Nov  9 13:27:09 2018 
this is log msg 561 Fri Nov  9 13:27:09 2018 
this is log msg 562 Fri Nov  9 13:27:09 2018 
this is log msg 563 Fri Nov  9 13:27:09 2018 
this is log msg 564 Fri Nov  9 13:27:10 2018 
this is log msg 565 Fri Nov  9 13:27:10 2018 
this is log msg 566 Fri Nov  9 13:27:10 2018 
this is log msg 567 Fri Nov  9 13:27:10 2018 
this is log msg 568 Fri Nov  9 13:27:10 2018 
this is log msg 569 Fri Nov  9 13:27:10 2018 
this is log msg 570 Fri Nov  9 13:27:10 2018 
this is log msg 571 Fri Nov  9 13:27:10 2018 
this is log msg 572 Fri Nov  9 13:27:10 2018 
this is log msg 573 Fri Nov  9 13:27:10 2018 
this is log msg 574 Fri Nov  9 13:27:11 2018 
this is log msg 575 Fri Nov  9 13:27:11 2018 
this is log msg 576 Fri Nov  9 13:27:11 2018 
this is log msg 577 Fri Nov  9 13:27:11 2018 
this is log msg 578 Fri Nov  9 13:27:11 2018 
this is log msg 579 Fri Nov  9 13:27:11 2018 
this is log msg 580 Fri Nov  9 13:27:11 2018 
this is log msg 581 Fri Nov  9 13:27:11 2018 
this is log msg 582 Fri Nov  9 13:27:11 2018 
this is log msg 583 Fri Nov  9 13:27:11 2018 
this is log msg 584 Fri Nov  9 13:27:12 2018 
this is log msg 585 Fri Nov  9 13:27:12 2018 
this is log msg 586 Fri Nov  9 13:27:12 2018 
this is log msg 587 Fri Nov  9 13:27:12 2018 
this is log msg 588 Fri Nov  9 13:27:12 2018 
this is log msg 589 Fri Nov  9 13:27:12 2018 
this is log msg 590 Fri Nov  9 13:27:12 2018 
this is log msg 591 Fri Nov  9 13:27:12 2018 
this is log msg 592 Fri Nov  9 13:27:12 2018 
this is log msg 593 Fri Nov  9 13:27:13 2018 
this is log msg 594 Fri Nov  9 13:27:13 2018 
this is log msg 595 Fri Nov  9 13:27:13 2018 
this is log msg 596 Fri Nov  9 13:27:13 2018 
this is log msg 597 Fri Nov  9 13:27:13 2018 
this is log msg 598 Fri Nov  9 13:27:13 2018 
this is log msg 599 Fri Nov  9 13:27:13 2018 
this is log msg 600 Fri Nov  9 13:27:13 2018 
this is log msg 601 Fri Nov  9 13:27:13 2018 
this is log msg 602 Fri Nov  9 13:27:13 2018 
this is log msg 603 Fri Nov  9 13:27:14 2018 
this is log msg 604 Fri Nov  9 13:27:14 2018 
this is log msg 605 Fri Nov  9 13:27:14 2018 
this is log msg 606 Fri Nov  9 13:27:14 2018 
this is log msg 607 Fri Nov  9 13:27:14 2018 
this is log msg 608 Fri Nov  9 13:27:14 2018 
this is log msg 609 Fri Nov  9 13:27:14 2018 
this is log msg 610 Fri Nov  9 13:27:14 2018 
this is log msg 611 Fri Nov  9 13:27:14 2018 
this is log msg 612 Fri Nov  9 13:27:14 2018 
this is log msg 613 Fri Nov  9 13:27:15 2018 
this is log msg 614 Fri Nov  9 13:27:15 2018 
this is log msg 615 Fri Nov  9 13:27:15 2018 
this is log msg 616 Fri Nov  9 13:27:15 2018 
this is log msg 617 Fri Nov  9 13:27:15 2018 
this is log msg 618 Fri Nov  9 13:27:15 2018 
this is log msg 619 Fri Nov  9 13:27:15 2018 
this is log msg 620 Fri Nov  9 13:27:15 2018 
this is log msg 621 Fri Nov  9 13:27:15 2018 
this is log msg 622 Fri Nov  9 13:27:15 2018 
this is log msg 623 Fri Nov  9 13:27:16 2018 
this is log msg 624 Fri Nov  9 13:27:16 2018 
this is log msg 625 Fri Nov  9 13:27:16 2018 
this is log msg 626 Fri Nov  9 13:27:16 2018 
this is log msg 627 Fri Nov  9 13:27:16 2018 
this is log msg 628 Fri Nov  9 13:27:16 2018 
this is log msg 629 Fri Nov  9 13:27:16 2018 
this is log msg 630 Fri Nov  9 13:27:16 2018 
this is log msg 631 Fri Nov  9 13:27:16 2018 
this is log msg 632 Fri Nov  9 13:27:17 2018 
this is log msg 633 Fri Nov  9 13:27:17 2018 
this is log msg 634 Fri Nov  9 13:27:17 2018 
this is log msg 635 Fri Nov  9 13:27:17 2018 
this is log msg 636 Fri Nov  9 13:27:17 2018 
this is log msg 637 Fri Nov  9 13:27:17 2018 
this is log msg 638 Fri Nov  9 13:27:17 2018 
this is log msg 639 Fri Nov  9 13:27:17 2018 
this is log msg 640 Fri Nov  9 13:27:17 2018 
this is log msg 641 Fri Nov  9 13:27:17 2018 
this is log msg 642 Fri Nov  9 13:27:18 2018 
this is log msg 643 Fri Nov  9 13:27:18 2018 
this is log msg 644 Fri Nov  9 13:27:18 2018 
this is log msg 645 Fri Nov  9 13:27:18 2018 
this is log msg 646 Fri Nov  9 13:27:18 2018 
this is log msg 647 Fri Nov  9 13:27:18 2018 
this is log msg 648 Fri Nov  9 13:27:18 2018 
this is log msg 649 Fri Nov  9 13:27:18 2018 
this is log msg 650 Fri Nov  9 13:27:18 2018 
this is log msg 651 Fri Nov  9 13:27:18 2018 
this is log msg 652 Fri Nov  9 13:27:19 2018 
this is log msg 653 Fri Nov  9 13:27:19 2018 
this is log msg 654 Fri Nov  9 13:27:19 2018 
this is log msg 655 Fri Nov  9 13:27:19 2018 
this is log msg 656 Fri Nov  9 13:27:19 2018 
this is log msg 657 Fri Nov  9 13:27:19 2018 
this is log msg 658 Fri Nov  9 13:27:19 2018 
this is log msg 659 Fri Nov  9 13:27:19 2018 
this is log msg 660 Fri Nov  9 13:27:19 2018 
this is log msg 661 Fri Nov  9 13:27:19 2018 
this is log msg 662 Fri Nov  9 13:27:20 2018 
this is log msg 663 Fri Nov  9 13:27:20 2018 
this is log msg 664 Fri Nov  9 13:27:20 2018 
this is log msg 665 Fri Nov  9 13:27:20 2018 
this is log msg 666 Fri Nov  9 13:27:20 2018 
this is log msg 667 Fri Nov  9 13:27:20 2018 
this is log msg 668 Fri Nov  9 13:27:20 2018 
this is log msg 669 Fri Nov  9 13:27:20 2018 
this is log msg 670 Fri Nov  9 13:27:20 2018 
this is log msg 671 Fri Nov  9 13:27:21 2018 
this is log msg 672 Fri Nov  9 13:27:21 2018 
this is log msg 673 Fri Nov  9 13:27:21 2018 
this is log msg 674 Fri Nov  9 13:27:21 2018 
this is log msg 675 Fri Nov  9 13:27:21 2018 
this is log msg 676 Fri Nov  9 13:27:21 2018 
this is log msg 677 Fri Nov  9 13:27:21 2018 
this is log msg 678 Fri Nov  9 13:27:21 2018 
this is log msg 679 Fri Nov  9 13:27:21 2018 
this is log msg 680 Fri Nov  9 13:27:21 2018 
this is log msg 681 Fri Nov  9 13:27:22 2018 
this is log msg 682 Fri Nov  9 13:27:22 2018 
this is log msg 683 Fri Nov  9 13:27:22 2018 
this is log msg 684 Fri Nov  9 13:27:22 2018 
this is log msg 685 Fri Nov  9 13:27:22 2018 
this is log msg 686 Fri Nov  9 13:27:22 2018 
this is log msg 687 Fri Nov  9 13:27:22 2018 
this is log msg 688 Fri Nov  9 13:27:22 2018 
this is log msg 689 Fri Nov  9 13:27:22 2018 
this is log msg 690 Fri Nov  9 13:27:22 2018 
this is log msg 691 Fri Nov  9 13:27:23 2018 
this is log msg 692 Fri Nov  9 13:27:23 2018 
this is log msg 693 Fri Nov  9 13:27:23 2018 
this is log msg 694 Fri Nov  9 13:27:23 2018 
this is log msg 695 Fri Nov  9 13:27:23 2018 
this is log msg 696 Fri Nov  9 13:27:23 2018 
this is log msg 697 Fri Nov  9 13:27:23 2018 
this is log msg 698 Fri Nov  9 13:27:23 2018 
this is log msg 699 Fri Nov  9 13:27:23 2018 
this is log msg 700 Fri Nov  9 13:27:23 2018 
this is log msg 701 Fri Nov  9 13:27:24 2018 
this is log msg 702 Fri Nov  9 13:27:24 2018 
this is log msg 703 Fri Nov  9 13:27:24 2018 
this is log msg 704 Fri Nov  9 13:27:24 2018 
this is log msg 705 Fri Nov  9 13:27:24 2018 
this is log msg 706 Fri Nov  9 13:27:24 2018 
this is log msg 707 Fri Nov  9 13:27:24 2018 
this is log msg 708 Fri Nov  9 13:27:24 2018 
this is log msg 709 Fri Nov  9 13:27:24 2018 
this is log msg 710 Fri Nov  9 13:27:25 2018 
this is log msg 711 Fri Nov  9 13:27:25 2018 
this is log msg 712 Fri Nov  9 13:27:25 2018 
this is log msg 713 Fri Nov  9 13:27:25 2018 
this is log msg 714 Fri Nov  9 13:27:25 2018 
this is log msg 715 Fri Nov  9 13:27:25 2018 
this is log msg 716 Fri Nov  9 13:27:25 2018 
this is log msg 717 Fri Nov  9 13:27:25 2018 
this is log msg 718 Fri Nov  9 13:27:25 2018 
this is log msg 719 Fri Nov  9 13:27:25 2018 
this is log msg 720 Fri Nov  9 13:27:26 2018 
this is log msg 721 Fri Nov  9 13:27:26 2018 
this is log msg 722 Fri Nov  9 13:27:26 2018 
this is log msg 723 Fri Nov  9 13:27:26 2018 
this is log msg 724 Fri Nov  9 13:27:26 2018 
this is log msg 725 Fri Nov  9 13:27:26 2018 
this is log msg 726 Fri Nov  9 13:27:26 2018 
this is log msg 727 Fri Nov  9 13:27:26 2018 
this is log msg 728 Fri Nov  9 13:27:26 2018 
this is log msg 729 Fri Nov  9 13:27:26 2018 
this is log msg 730 Fri Nov  9 13:27:27 2018 
this is log msg 731 Fri Nov  9 13:27:27 2018 
this is log msg 732 Fri Nov  9 13:27:27 2018 
this is log msg 733 Fri Nov  9 13:27:27 2018 
this is log msg 734 Fri Nov  9 13:27:27 2018 
this is log msg 735 Fri Nov  9 13:27:27 2018 
this is log msg 736 Fri Nov  9 13:27:27 2018 
this is log msg 737 Fri Nov  9 13:27:27 2018 
this is log msg 738 Fri Nov  9 13:27:27 2018 
this is log msg 739 Fri Nov  9 13:27:27 2018 
this is log msg 740 Fri Nov  9 13:27:28 2018 
this is log msg 741 Fri Nov  9 13:27:28 2018 
this is log msg 742 Fri Nov  9 13:27:28 2018 
this is log msg 743 Fri Nov  9 13:27:28 2018 
this is log msg 744 Fri Nov  9 13:27:28 2018 
this is log msg 745 Fri Nov  9 13:27:28 2018 
this is log msg 746 Fri Nov  9 13:27:28 2018 
this is log msg 747 Fri Nov  9 13:27:28 2018 
this is log msg 748 Fri Nov  9 13:27:28 2018 
this is log msg 749 Fri Nov  9 13:27:29 2018 
this is log msg 750 Fri Nov  9 13:27:29 2018 
this is log msg 751 Fri Nov  9 13:27:29 2018 
this is log msg 752 Fri Nov  9 13:27:29 2018 
this is log msg 753 Fri Nov  9 13:27:29 2018 
this is log msg 754 Fri Nov  9 13:27:29 2018 
this is log msg 755 Fri Nov  9 13:27:29 2018 
this is log msg 756 Fri Nov  9 13:27:29 2018 
this is log msg 757 Fri Nov  9 13:27:29 2018 
this is log msg 758 Fri Nov  9 13:27:29 2018 
this is log msg 759 Fri Nov  9 13:27:30 2018 
this is log msg 760 Fri Nov  9 13:27:30 2018 
this is log msg 761 Fri Nov  9 13:27:30 2018 
this is log msg 762 Fri Nov  9 13:27:30 2018 
this is log msg 763 Fri Nov  9 13:27:30 2018 
this is log msg 764 Fri Nov  9 13:27:30 2018 
this is log msg 765 Fri Nov  9 13:27:30 2018 
this is log msg 766 Fri Nov  9 13:27:30 2018 
this is log msg 767 Fri Nov  9 13:27:30 2018 
this is log msg 768 Fri Nov  9 13:27:30 2018 
this is log msg 769 Fri Nov  9 13:27:31 2018 
this is log msg 770 Fri Nov  9 13:27:31 2018 
this is log msg 771 Fri Nov  9 13:27:31 2018 
this is log msg 772 Fri Nov  9 13:27:31 2018 
this is log msg 773 Fri Nov  9 13:27:31 2018 
this is log msg 774 Fri Nov  9 13:27:31 2018 
this is log msg 775 Fri Nov  9 13:27:31 2018 
this is log msg 776 Fri Nov  9 13:27:31 2018 
this is log msg 777 Fri Nov  9 13:27:31 2018 
this is log msg 778 Fri Nov  9 13:27:32 2018 
this is log msg 779 Fri Nov  9 13:27:32 2018 
this is log msg 780 Fri Nov  9 13:27:32 2018 
this is log msg 781 Fri Nov  9 13:27:32 2018 
this is log msg 782 Fri Nov  9 13:27:32 2018 
this is log msg 783 Fri Nov  9 13:27:32 2018 
this is log msg 784 Fri Nov  9 13:27:32 2018 
this is log msg 785 Fri Nov  9 13:27:32 2018 
this is log msg 786 Fri Nov  9 13:27:32 2018 
this is log msg 787 Fri Nov  9 13:27:32 2018 
this is log msg 788 Fri Nov  9 13:27:33 2018 
this is log msg 789 Fri Nov  9 13:27:33 2018 
this is log msg 790 Fri Nov  9 13:27:33 2018 
this is log msg 791 Fri Nov  9 13:27:33 2018 
this is log msg 792 Fri Nov  9 13:27:33 2018 
this is log msg 793 Fri Nov  9 13:27:33 2018 
this is log msg 794 Fri Nov  9 13:27:33 2018 
this is log msg 795 Fri Nov  9 13:27:33 2018 
this is log msg 796 Fri Nov  9 13:27:33 2018 
this is log msg 797 Fri Nov  9 13:27:33 2018 
this is log msg 798 Fri Nov  9 13:27:34 2018 
this is log msg 799 Fri Nov  9 13:27:34 2018 
this is log msg 800 Fri Nov  9 13:27:34 2018 
this is log msg 801 Fri Nov  9 13:27:34 2018 
this is log msg 802 Fri Nov  9 13:27:34 2018 
this is log msg 803 Fri Nov  9 13:27:34 2018 
this is log msg 804 Fri Nov  9 13:27:34 2018 
this is log msg 805 Fri Nov  9 13:27:34 2018 
this is log msg 806 Fri Nov  9 13:27:34 2018 
this is log msg 807 Fri Nov  9 13:27:35 2018 
this is log msg 808 Fri Nov  9 13:27:35 2018 
this is log msg 809 Fri Nov  9 13:27:35 2018 
this is log msg 810 Fri Nov  9 13:27:35 2018 
this is log msg 811 Fri Nov  9 13:27:35 2018 
this is log msg 812 Fri Nov  9 13:27:35 2018 
this is log msg 813 Fri Nov  9 13:27:35 2018 
this is log msg 814 Fri Nov  9 13:27:35 2018 
this is log msg 815 Fri Nov  9 13:27:35 2018 
this is log msg 816 Fri Nov  9 13:27:35 2018 
this is log msg 817 Fri Nov  9 13:27:36 2018 
this is log msg 818 Fri Nov  9 13:27:36 2018 
this is log msg 819 Fri Nov  9 13:27:36 2018 
this is log msg 820 Fri Nov  9 13:27:36 2018 
this is log msg 821 Fri Nov  9 13:27:36 2018 
this is log msg 822 Fri Nov  9 13:27:36 2018 
this is log msg 823 Fri Nov  9 13:27:36 2018 
this is log msg 824 Fri Nov  9 13:27:36 2018 
this is log msg 825 Fri Nov  9 13:27:36 2018 
this is log msg 826 Fri Nov  9 13:27:36 2018 
this is log msg 827 Fri Nov  9 13:27:37 2018 
this is log msg 828 Fri Nov  9 13:27:37 2018 
this is log msg 829 Fri Nov  9 13:27:37 2018 
this is log msg 830 Fri Nov  9 13:27:37 2018 
this is log msg 831 Fri Nov  9 13:27:37 2018 
this is log msg 832 Fri Nov  9 13:27:37 2018 
this is log msg 833 Fri Nov  9 13:27:37 2018 
this is log msg 834 Fri Nov  9 13:27:37 2018 
this is log msg 835 Fri Nov  9 13:27:37 2018 
this is log msg 836 Fri Nov  9 13:27:38 2018 
this is log msg 837 Fri Nov  9 13:27:38 2018 
this is log msg 838 Fri Nov  9 13:27:38 2018 
this is log msg 839 Fri Nov  9 13:27:38 2018 
this is log msg 840 Fri Nov  9 13:27:38 2018 
this is log msg 841 Fri Nov  9 13:27:38 2018 
this is log msg 842 Fri Nov  9 13:27:38 2018 
this is log msg 843 Fri Nov  9 13:27:38 2018 
this is log msg 844 Fri Nov  9 13:27:38 2018 
this is log msg 845 Fri Nov  9 13:27:38 2018 
this is log msg 846 Fri Nov  9 13:27:39 2018 
this is log msg 847 Fri Nov  9 13:27:39 2018 
this is log msg 848 Fri Nov  9 13:27:39 2018 
this is log msg 849 Fri Nov  9 13:27:39 2018 
this is log msg 850 Fri Nov  9 13:27:39 2018 
this is log msg 851 Fri Nov  9 13:27:39 2018 
this is log msg 852 Fri Nov  9 13:27:39 2018 
this is log msg 853 Fri Nov  9 13:27:39 2018 
this is log msg 854 Fri Nov  9 13:27:39 2018 
this is log msg 855 Fri Nov  9 13:27:39 2018 
this is log msg 856 Fri Nov  9 13:27:40 2018 
this is log msg 857 Fri Nov  9 13:27:40 2018 
this is log msg 858 Fri Nov  9 13:27:40 2018 
this is log msg 859 Fri Nov  9 13:27:40 2018 
this is log msg 860 Fri Nov  9 13:27:40 2018 
this is log msg 861 Fri Nov  9 13:27:40 2018 
this is log msg 862 Fri Nov  9 13:27:40 2018 
this is log msg 863 Fri Nov  9 13:27:40 2018 
this is log msg 864 Fri Nov  9 13:27:40 2018 
this is log msg 865 Fri Nov  9 13:27:41 2018 
this is log msg 866 Fri Nov  9 13:27:41 2018 
this is log msg 867 Fri Nov  9 13:27:41 2018 
this is log msg 868 Fri Nov  9 13:27:41 2018 
this is log msg 869 Fri Nov  9 13:27:41 2018 
this is log msg 870 Fri Nov  9 13:27:41 2018 
this is log msg 871 Fri Nov  9 13:27:41 2018 
this is log msg 872 Fri Nov  9 13:27:41 2018 
this is log msg 873 Fri Nov  9 13:27:41 2018 
this is log msg 874 Fri Nov  9 13:27:41 2018 
this is log msg 875 Fri Nov  9 13:27:42 2018 
this is log msg 876 Fri Nov  9 13:27:42 2018 
this is log msg 877 Fri Nov  9 13:27:42 2018 
this is log msg 878 Fri Nov  9 13:27:42 2018 
this is log msg 879 Fri Nov  9 13:27:42 2018 
this is log msg 880 Fri Nov  9 13:27:42 2018 
this is log msg 881 Fri Nov  9 13:27:42 2018 
this is log msg 882 Fri Nov  9 13:27:42 2018 
this is log msg 883 Fri Nov  9 13:27:42 2018 
this is log msg 884 Fri Nov  9 13:27:42 2018 
this is log msg 885 Fri Nov  9 13:27:43 2018 
this is log msg 886 Fri Nov  9 13:27:43 2018 
this is log msg 887 Fri Nov  9 13:27:43 2018 
this is log msg 888 Fri Nov  9 13:27:43 2018 
this is log msg 889 Fri Nov  9 13:27:43 2018 
this is log msg 890 Fri Nov  9 13:27:43 2018 
this is log msg 891 Fri Nov  9 13:27:43 2018 
this is log msg 892 Fri Nov  9 13:27:43 2018 
this is log msg 893 Fri Nov  9 13:27:43 2018 
this is log msg 894 Fri Nov  9 13:27:43 2018 
this is log msg 895 Fri Nov  9 13:27:44 2018 
this is log msg 896 Fri Nov  9 13:27:44 2018 
this is log msg 897 Fri Nov  9 13:27:44 2018 
this is log msg 898 Fri Nov  9 13:27:44 2018 
this is log msg 899 Fri Nov  9 13:27:44 2018 
this is log msg 900 Fri Nov  9 13:27:44 2018 
this is log msg 901 Fri Nov  9 13:27:44 2018 
this is log msg 902 Fri Nov  9 13:27:44 2018 
this is log msg 903 Fri Nov  9 13:27:44 2018 
this is log msg 904 Fri Nov  9 13:27:45 2018 
this is log msg 905 Fri Nov  9 13:27:45 2018 
this is log msg 906 Fri Nov  9 13:27:45 2018 
this is log msg 907 Fri Nov  9 13:27:45 2018 
this is log msg 908 Fri Nov  9 13:27:45 2018 
this is log msg 909 Fri Nov  9 13:27:45 2018 
this is log msg 910 Fri Nov  9 13:27:45 2018 
this is log msg 911 Fri Nov  9 13:27:45 2018 
this is log msg 912 Fri Nov  9 13:27:45 2018 
this is log msg 913 Fri Nov  9 13:27:45 2018 
this is log msg 914 Fri Nov  9 13:27:46 2018 
this is log msg 915 Fri Nov  9 13:27:46 2018 
this is log msg 916 Fri Nov  9 13:27:46 2018 
this is log msg 917 Fri Nov  9 13:27:46 2018 
this is log msg 918 Fri Nov  9 13:27:46 2018 
this is log msg 919 Fri Nov  9 13:27:46 2018 
this is log msg 920 Fri Nov  9 13:27:46 2018 
this is log msg 921 Fri Nov  9 13:27:46 2018 
this is log msg 922 Fri Nov  9 13:27:46 2018 
this is log msg 923 Fri Nov  9 13:27:46 2018 
this is log msg 924 Fri Nov  9 13:27:47 2018 
this is log msg 925 Fri Nov  9 13:27:47 2018 
this is log msg 926 Fri Nov  9 13:27:47 2018 
this is log msg 927 Fri Nov  9 13:27:47 2018 
this is log msg 928 Fri Nov  9 13:27:47 2018 
this is log msg 929 Fri Nov  9 13:27:47 2018 
this is log msg 930 Fri Nov  9 13:27:47 2018 
this is log msg 931 Fri Nov  9 13:27:47 2018 
this is log msg 932 Fri Nov  9 13:27:47 2018 
this is log msg 933 Fri Nov  9 13:27:48 2018 
this is log msg 934 Fri Nov  9 13:27:48 2018 
this is log msg 935 Fri Nov  9 13:27:48 2018 
this is log msg 936 Fri Nov  9 13:27:48 2018 
this is log msg 937 Fri Nov  9 13:27:48 2018 
this is log msg 938 Fri Nov  9 13:27:48 2018 
this is log msg 939 Fri Nov  9 13:27:48 2018 
this is log msg 940 Fri Nov  9 13:27:48 2018 
this is log msg 941 Fri Nov  9 13:27:48 2018 
this is log msg 942 Fri Nov  9 13:27:48 2018 
this is log msg 943 Fri Nov  9 13:27:49 2018 
this is log msg 944 Fri Nov  9 13:27:49 2018 
this is log msg 945 Fri Nov  9 13:27:49 2018 
this is log msg 946 Fri Nov  9 13:27:49 2018 
this is log msg 947 Fri Nov  9 13:27:49 2018 
this is log msg 948 Fri Nov  9 13:27:49 2018 
this is log msg 949 Fri Nov  9 13:27:49 2018 
this is log msg 950 Fri Nov  9 13:27:49 2018 
this is log msg 951 Fri Nov  9 13:27:49 2018 
this is log msg 952 Fri Nov  9 13:27:49 2018 
this is log msg 953 Fri Nov  9 13:27:50 2018 
this is log msg 954 Fri Nov  9 13:27:50 2018 
this is log msg 955 Fri Nov  9 13:27:50 2018 
this is log msg 956 Fri Nov  9 13:27:50 2018 
this is log msg 957 Fri Nov  9 13:27:50 2018 
this is log msg 958 Fri Nov  9 13:27:50 2018 
this is log msg 959 Fri Nov  9 13:27:50 2018 
this is log msg 960 Fri Nov  9 13:27:50 2018 
this is log msg 961 Fri Nov  9 13:27:50 2018 
this is log msg 962 Fri Nov  9 13:27:51 2018 
this is log msg 963 Fri Nov  9 13:27:51 2018 
this is log msg 964 Fri Nov  9 13:27:51 2018 
this is log msg 965 Fri Nov  9 13:27:51 2018 
this is log msg 966 Fri Nov  9 13:27:51 2018 
this is log msg 967 Fri Nov  9 13:27:51 2018 
this is log msg 968 Fri Nov  9 13:27:51 2018 
this is log msg 969 Fri Nov  9 13:27:51 2018 
this is log msg 970 Fri Nov  9 13:27:51 2018 
this is log msg 971 Fri Nov  9 13:27:51 2018 
this is log msg 972 Fri Nov  9 13:27:52 2018 
this is log msg 973 Fri Nov  9 13:27:52 2018 
this is log msg 974 Fri Nov  9 13:27:52 2018 
this is log msg 975 Fri Nov  9 13:27:52 2018 
this is log msg 976 Fri Nov  9 13:27:52 2018 
this is log msg 977 Fri Nov  9 13:27:52 2018 
this is log msg 978 Fri Nov  9 13:27:52 2018 
this is log msg 979 Fri Nov  9 13:27:52 2018 
this is log msg 980 Fri Nov  9 13:27:52 2018 
